inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-001943,2024-10-03,South,Finished Good 2,Supplier-033,WH-West,8244,138,2357,5,13,2519,170.91,8.57,14,3.0,Low,0.72,1408982.04,104.9,0
INV-001944,2022-06-23,East,Raw Material B,Supplier-005,WH-Central,6564,818,2122,17,25,1204,286.08,4.6,17,3.3,High,0.97,1877829.12,92.8,0
INV-001945,2024-07-12,West,Component Y,Supplier-025,WH-South,5400,314,2513,15,27,3001,258.79,2.15,15,1.9,Low,0.88,1397466.0,64.5,0
INV-001946,2024-06-16,South,Finished Good 1,Supplier-005,WH-Central,126,1207,4785,13,28,2798,290.32,3.33,9,3.2,Medium,0.85,36580.32,0.8,1
INV-001947,2024-03-26,East,Raw Material B,Supplier-032,WH-South,9195,773,3353,1,11,231,291.89,1.64,5,1.1,Low,0.91,2683928.55,82.3,0
INV-001948,2023-02-27,South,Packaging,Supplier-046,WH-South,4554,1392,1719,24,21,3746,344.26,6.95,8,3.7,Low,0.97,1567760.04,79.5,0
INV-001949,2023-05-13,North,Raw Material B,Supplier-014,WH-South,3319,1770,2740,15,26,437,234.46,2.19,10,1.1,Medium,0.8,778172.74,36.3,0
INV-001950,2023-08-25,North,Finished Good 2,Supplier-027,WH-West,3293,294,962,43,9,3196,246.51,4.71,19,2.5,Medium,0.85,811757.43,102.7,0
INV-001951,2022-12-07,South,Raw Material A,Supplier-044,WH-East,8143,783,3489,57,12,3638,379.51,0.83,14,1.8,Medium,0.71,3090349.93,70.0,0
INV-001952,2024-09-29,North,Packaging,Supplier-031,WH-North,9802,123,1928,18,28,128,105.3,6.72,3,3.4,Low,0.93,1032150.6,152.5,0
INV-001953,2022-12-14,East,Raw Material B,Supplier-035,WH-Central,582,488,2443,17,18,4787,389.67,3.35,3,1.8,Medium,0.72,226787.94,7.1,0
INV-001954,2022-03-04,West,Equipment,Supplier-009,WH-South,5615,917,895,50,13,2577,5.2,2.22,19,2.2,Medium,0.83,29198.0,188.2,0
INV-001955,2023-01-28,West,Packaging,Supplier-030,WH-Central,1928,1772,3273,12,20,2009,289.03,7.17,11,4.3,Low,0.92,557249.84,17.7,0
INV-001956,2024-02-17,North,Raw Material A,Supplier-048,WH-East,2704,1618,373,17,22,3641,218.37,4.93,10,4.2,Critical,0.83,590472.48,217.5,0
INV-001957,2022-12-14,South,Component Y,Supplier-037,WH-South,1736,160,3368,37,22,1639,316.67,7.09,17,2.2,High,0.84,549739.12,15.5,0
INV-001958,2022-05-30,West,Component X,Supplier-037,WH-Central,131,354,1234,14,26,3468,244.95,4.78,4,1.6,High,0.96,32088.45,3.2,1
INV-001959,2024-08-30,East,Finished Good 2,Supplier-001,WH-South,9384,986,1887,59,11,665,395.14,2.04,0,2.6,Low,0.82,3707993.76,149.2,0
INV-001960,2023-12-26,North,Finished Good 1,Supplier-015,WH-East,5262,907,491,36,26,2131,99.8,6.09,17,1.4,Medium,0.99,525147.6,321.5,0
INV-001961,2022-01-26,West,Equipment,Supplier-024,WH-North,7663,1792,2492,41,22,3664,135.82,8.93,2,4.1,High,0.91,1040788.66,92.3,0
INV-001962,2022-05-05,East,Raw Material B,Supplier-007,WH-North,1306,1678,326,42,22,4818,289.36,8.02,12,1.4,Medium,0.93,377904.16,120.2,1
INV-001963,2022-05-18,South,Component X,Supplier-045,WH-North,284,327,1975,14,5,1983,118.68,4.38,11,2.2,Low,0.75,33705.12,4.3,1
INV-001964,2024-03-03,North,Component X,Supplier-034,WH-West,9482,413,1775,44,18,818,472.5,8.51,15,4.5,Low,0.89,4480245.0,160.3,0
INV-001965,2023-05-21,Central,Raw Material A,Supplier-028,WH-North,1245,466,3443,15,27,2117,430.15,0.82,8,1.8,Critical,0.77,535536.75,10.8,0
INV-001966,2022-03-27,Central,Raw Material A,Supplier-015,WH-North,2256,1153,4478,8,24,1067,380.37,7.79,14,2.5,Low,0.76,858114.72,15.1,0
INV-001967,2023-06-07,East,Packaging,Supplier-018,WH-East,8945,268,4616,8,12,3808,376.26,7.13,7,3.5,Low,0.97,3365645.7,58.1,0
INV-001968,2023-11-05,North,Equipment,Supplier-035,WH-Central,2410,1387,3134,12,10,2970,323.64,7.37,9,1.5,High,0.77,779972.4,23.1,0
INV-001969,2023-02-03,East,Equipment,Supplier-047,WH-South,3068,1522,2313,28,13,4315,367.56,1.81,18,4.3,Low,0.9,1127674.08,39.8,0
INV-001970,2022-03-09,South,Equipment,Supplier-011,WH-East,3921,1342,2957,6,5,1676,17.76,0.58,11,4.6,Medium,0.75,69636.96,39.8,0
INV-001971,2024-03-02,South,Finished Good 1,Supplier-048,WH-South,1440,1367,4545,37,27,1776,290.81,3.49,3,4.1,Medium,1.0,418766.4,9.5,0
INV-001972,2023-04-16,West,Component Y,Supplier-043,WH-East,1688,1816,3378,59,13,4663,131.97,3.43,15,3.5,Low,0.72,222765.36,15.0,1
INV-001973,2023-10-28,West,Finished Good 2,Supplier-006,WH-West,9729,1210,1529,19,18,4062,49.73,6.12,0,3.8,Low,0.78,483823.17,190.9,0
INV-001974,2024-10-27,West,Equipment,Supplier-014,WH-South,9900,889,545,1,22,1291,485.94,3.62,3,4.7,Low,0.95,4810806.0,545.0,0
INV-001975,2022-10-24,West,Raw Material A,Supplier-029,WH-West,2726,1230,4835,28,10,4868,473.0,2.16,17,4.2,High,0.91,1289398.0,16.9,0
INV-001976,2023-07-01,Central,Component Y,Supplier-016,WH-North,1891,1115,2355,21,16,4483,453.07,9.57,13,4.7,Medium,0.96,856755.37,24.1,0
INV-001977,2023-04-15,West,Component Y,Supplier-004,WH-South,7494,214,1245,58,20,1077,323.85,6.73,17,4.7,Medium,0.89,2426931.9,180.6,0
INV-001978,2023-11-09,Central,Finished Good 2,Supplier-006,WH-East,597,339,2390,48,3,1936,2.33,3.6,18,3.3,Critical,0.89,1391.01,7.5,0
INV-001979,2023-04-16,South,Equipment,Supplier-020,WH-South,1099,483,2692,27,25,1592,149.44,6.03,13,1.8,Medium,0.86,164234.56,12.2,0
INV-001980,2023-09-18,East,Finished Good 2,Supplier-049,WH-East,3116,420,737,33,22,2542,9.87,5.74,18,2.1,High,0.84,30754.92,126.8,0
INV-001981,2022-01-25,West,Packaging,Supplier-002,WH-North,4512,928,3541,13,23,947,165.62,8.13,3,4.8,Low,0.82,747277.44,38.2,0
INV-001982,2022-03-15,West,Packaging,Supplier-019,WH-Central,5832,643,1158,54,7,992,149.04,7.6,0,3.8,High,0.91,869201.28,151.1,0
INV-001983,2022-08-01,North,Component X,Supplier-011,WH-East,9157,1178,3321,45,3,841,286.47,2.51,19,2.2,Low,0.79,2623205.79,82.7,0
INV-001984,2024-11-20,South,Equipment,Supplier-031,WH-South,6647,1796,4791,24,15,3839,72.08,5.18,10,4.5,Low,0.82,479115.76,41.6,0
INV-001985,2022-05-22,South,Raw Material B,Supplier-020,WH-North,1597,618,1612,49,19,4194,162.45,3.91,18,4.8,High,0.85,259432.65,29.7,0
INV-001986,2024-03-22,North,Packaging,Supplier-048,WH-Central,2856,1357,225,46,26,1752,449.24,2.39,6,4.0,High,0.77,1283029.44,380.8,0
INV-001987,2024-06-21,North,Component X,Supplier-030,WH-North,6637,494,1043,51,20,1849,116.37,8.33,1,1.6,Low,0.88,772347.69,190.9,0
INV-001988,2024-08-29,South,Finished Good 1,Supplier-009,WH-North,8937,1069,2653,51,16,4307,247.2,0.91,2,1.3,Low,0.9,2209226.4,101.1,0
INV-001989,2024-10-31,Central,Finished Good 2,Supplier-007,WH-Central,6419,1348,4088,35,7,1115,60.23,2.69,10,1.9,Low,0.7,386616.37,47.1,0
INV-001990,2023-08-10,Central,Finished Good 2,Supplier-017,WH-West,7938,1461,1041,35,15,3722,376.54,8.52,19,4.7,Low,0.76,2988974.52,228.8,0
INV-001991,2024-11-19,Central,Raw Material B,Supplier-023,WH-East,7271,1777,662,55,14,3641,41.19,7.22,12,2.4,Medium,0.83,299492.49,329.5,0
INV-001992,2022-05-18,Central,Finished Good 2,Supplier-040,WH-East,8145,1571,2556,22,18,4966,84.84,4.63,2,4.3,Low,0.89,691021.8,95.6,0
INV-001993,2024-05-20,South,Equipment,Supplier-010,WH-North,6616,1771,1425,56,7,4142,493.07,2.75,0,4.6,Medium,0.88,3262151.12,139.3,0
INV-001994,2023-12-09,North,Component X,Supplier-045,WH-Central,4068,1302,693,15,2,688,149.06,3.71,18,1.1,Low,0.73,606376.08,176.1,0
INV-001995,2022-12-19,East,Finished Good 1,Supplier-022,WH-North,145,740,3304,9,28,1277,6.24,7.35,0,4.6,Low,0.76,904.8,1.3,1
INV-001996,2023-07-26,West,Finished Good 2,Supplier-023,WH-South,2135,1091,3988,2,5,3702,119.66,7.28,7,3.4,Low,0.82,255474.1,16.1,0
INV-001997,2023-06-05,North,Equipment,Supplier-033,WH-West,8349,828,3877,50,10,2107,215.92,3.58,15,3.4,Medium,0.97,1802716.08,64.6,0
INV-001998,2023-06-05,North,Packaging,Supplier-010,WH-West,2831,1024,2042,24,24,2065,235.82,8.15,3,2.3,Low,0.94,667606.42,41.6,0
INV-001999,2024-01-07,Central,Equipment,Supplier-013,WH-Central,5415,1966,3881,57,3,3833,204.19,7.58,15,1.4,High,0.83,1105688.85,41.9,0
INV-002000,2023-06-20,South,Finished Good 2,Supplier-044,WH-West,6385,1229,1134,3,24,2652,68.63,4.37,4,3.9,Medium,0.97,438202.55,168.9,0
INV-002001,2023-06-21,North,Raw Material B,Supplier-039,WH-Central,1570,666,1546,29,8,4072,94.24,7.64,2,2.0,High,0.93,147956.8,30.5,0
INV-002002,2024-05-25,West,Finished Good 2,Supplier-027,WH-East,9150,1937,4118,20,29,3257,333.86,1.35,18,2.9,High,0.87,3054819.0,66.7,0
INV-002003,2022-04-20,Central,Finished Good 2,Supplier-043,WH-South,2422,1769,174,33,27,2501,486.53,4.28,8,2.0,Low,0.73,1178375.66,417.6,0
INV-002004,2024-12-24,West,Component Y,Supplier-044,WH-South,6796,391,2201,8,17,2821,374.85,7.4,4,2.9,Low,0.84,2547480.6,92.6,0
INV-002005,2023-03-07,North,Finished Good 1,Supplier-006,WH-Central,6122,961,3914,56,17,908,385.46,3.58,18,2.7,Medium,0.93,2359786.12,46.9,0
INV-002006,2024-12-31,West,Component Y,Supplier-024,WH-East,7364,1042,912,56,1,3676,219.19,1.41,7,3.3,Low,0.73,1614115.16,242.2,0
INV-002007,2024-01-11,North,Raw Material B,Supplier-049,WH-East,9395,561,3365,48,18,690,179.85,2.05,8,3.5,Medium,0.74,1689690.75,83.8,0
INV-002008,2022-05-16,East,Finished Good 1,Supplier-047,WH-East,6755,199,4730,28,22,3309,400.75,6.17,8,2.5,High,0.96,2707066.25,42.8,0
INV-002009,2024-08-31,West,Finished Good 2,Supplier-007,WH-East,9791,1168,489,27,6,3275,347.08,9.94,19,3.8,High,0.79,3398260.28,600.7,0
INV-002010,2023-03-22,West,Finished Good 1,Supplier-028,WH-North,6279,1809,386,18,20,327,224.71,9.36,5,3.2,Low,0.93,1410954.09,488.0,0
INV-002011,2024-07-11,Central,Equipment,Supplier-006,WH-North,633,1403,3844,56,29,4378,379.18,4.12,0,1.9,Critical,0.77,240020.94,4.9,1
INV-002012,2022-08-08,East,Finished Good 2,Supplier-050,WH-West,5990,1546,2880,57,26,3158,36.72,2.3,9,1.5,Medium,0.87,219952.8,62.4,0
INV-002013,2022-02-01,North,Component X,Supplier-031,WH-Central,2027,1452,103,14,13,4135,33.68,7.42,7,2.4,Medium,0.94,68269.36,590.4,0
INV-002014,2023-10-19,West,Component Y,Supplier-038,WH-North,3942,606,1550,4,18,1326,354.98,8.64,2,4.6,Medium,0.73,1399331.16,76.3,0
INV-002015,2023-05-09,West,Component Y,Supplier-012,WH-South,9100,1283,867,5,8,3842,490.3,8.87,14,2.8,Medium,0.87,4461730.0,314.9,0
INV-002016,2022-09-10,East,Finished Good 1,Supplier-040,WH-East,6391,227,4658,44,6,4092,80.65,2.96,7,4.0,Medium,0.84,515434.15,41.2,0
INV-002017,2022-10-29,Central,Finished Good 1,Supplier-049,WH-Central,7502,729,2676,12,21,3246,474.79,5.44,14,3.9,Medium,0.83,3561874.58,84.1,0
INV-002018,2024-07-23,North,Packaging,Supplier-018,WH-South,6736,1418,3176,32,1,3198,485.38,1.91,16,4.8,Medium,0.82,3269519.68,63.6,0
INV-002019,2024-10-25,East,Raw Material A,Supplier-017,WH-Central,8346,1529,3030,39,16,944,49.37,0.52,7,1.3,Low,0.89,412042.02,82.6,0
INV-002020,2024-11-15,East,Component X,Supplier-003,WH-Central,6950,364,2451,4,26,3757,227.92,1.72,0,3.9,High,0.9,1584044.0,85.1,0
INV-002021,2023-06-08,North,Component Y,Supplier-002,WH-Central,4928,759,4515,40,26,1609,218.14,8.32,15,4.2,Low,0.9,1074993.92,32.7,0
INV-002022,2024-03-01,North,Equipment,Supplier-050,WH-East,3579,1582,4725,43,19,1289,108.04,5.21,18,4.5,High,0.74,386675.16,22.7,0
INV-002023,2024-05-21,South,Component Y,Supplier-038,WH-North,8056,644,3772,21,24,2265,220.96,2.94,5,3.1,Low,0.8,1780053.76,64.1,0
INV-002024,2024-12-16,East,Finished Good 1,Supplier-007,WH-West,2941,991,475,15,8,4941,418.41,9.93,13,1.5,Low,0.84,1230543.81,185.7,0
INV-002025,2024-11-19,Central,Packaging,Supplier-030,WH-Central,453,1368,1188,49,10,3749,458.23,3.6,13,1.3,Medium,0.99,207578.19,11.4,1
INV-002026,2022-11-14,North,Component Y,Supplier-048,WH-Central,7573,1410,2781,41,0,3279,166.71,5.56,10,1.4,High,0.9,1262494.83,81.7,0
INV-002027,2022-05-05,Central,Finished Good 2,Supplier-041,WH-North,5395,1104,4955,56,5,2084,111.5,6.15,8,1.8,Medium,0.84,601542.5,32.7,0
INV-002028,2023-09-19,South,Raw Material B,Supplier-016,WH-North,6121,1983,2708,32,23,2653,261.51,2.31,10,1.3,Medium,0.89,1600702.71,67.8,0
INV-002029,2023-10-07,North,Equipment,Supplier-001,WH-East,1680,1479,2882,52,23,2021,148.27,2.32,2,2.3,Low,0.92,249093.6,17.5,0
INV-002030,2024-09-12,South,Finished Good 1,Supplier-050,WH-South,3830,135,2137,36,14,1667,268.4,9.58,8,3.8,Low,0.87,1027972.0,53.8,0
INV-002031,2022-09-30,North,Component Y,Supplier-048,WH-East,3587,1236,3116,11,12,1995,312.56,5.2,16,3.6,Medium,0.97,1121152.72,34.5,0
INV-002032,2024-09-08,Central,Packaging,Supplier-002,WH-North,5245,613,995,19,13,3031,398.02,3.4,6,4.1,Low,0.82,2087614.9,158.1,0
INV-002033,2022-08-03,East,Finished Good 2,Supplier-021,WH-Central,3847,165,1173,23,13,1930,326.7,1.93,9,2.7,Low,0.93,1256814.9,98.4,0
INV-002034,2023-07-16,Central,Raw Material B,Supplier-019,WH-Central,2669,461,3613,38,9,2951,267.4,0.88,7,4.3,Low,0.72,713690.6,22.2,0
INV-002035,2024-07-09,East,Finished Good 1,Supplier-022,WH-Central,4307,1588,1390,12,26,4826,337.32,9.45,13,3.3,Low,0.77,1452837.24,93.0,0
INV-002036,2022-10-09,South,Finished Good 2,Supplier-026,WH-West,639,1648,4990,50,12,586,112.84,2.72,10,2.4,Low,0.85,72104.76,3.8,1
INV-002037,2023-06-04,East,Packaging,Supplier-039,WH-West,9756,972,2463,13,6,4761,466.92,4.88,19,1.3,High,0.99,4555271.52,118.8,0
INV-002038,2024-02-11,East,Raw Material A,Supplier-020,WH-South,5711,1146,2380,11,12,1158,324.63,0.85,13,2.0,Medium,0.92,1853961.93,72.0,0
INV-002039,2023-04-22,West,Component Y,Supplier-020,WH-South,6346,1028,2120,57,23,3238,423.18,8.06,10,2.7,Low,0.71,2685500.28,89.8,0
INV-002040,2022-03-16,South,Component X,Supplier-041,WH-Central,553,740,4197,26,6,3628,109.39,3.18,9,2.3,Low,0.92,60492.67,4.0,1
INV-002041,2022-07-03,East,Packaging,Supplier-023,WH-South,9982,1159,348,48,11,2987,341.28,9.59,19,2.1,High,0.76,3406656.96,860.5,0
INV-002042,2024-02-20,East,Raw Material B,Supplier-007,WH-South,4872,1034,2460,49,25,3870,12.99,8.26,9,1.8,High,0.93,63287.28,59.4,0
INV-002043,2023-06-02,South,Finished Good 1,Supplier-031,WH-Central,7961,1095,953,5,12,667,74.3,8.57,16,3.9,Medium,0.96,591502.3,250.6,0
INV-002044,2022-12-25,North,Component Y,Supplier-027,WH-North,6240,544,865,53,28,4287,68.69,2.45,13,2.9,High,0.94,428625.6,216.4,0
INV-002045,2023-07-03,East,Finished Good 2,Supplier-011,WH-North,751,518,2933,44,11,304,443.1,2.32,17,3.8,High,0.77,332768.1,7.7,0
INV-002046,2022-09-28,Central,Component Y,Supplier-001,WH-West,4753,1776,448,47,7,848,232.57,6.3,0,3.2,Low,0.9,1105405.21,318.3,0
INV-002047,2023-02-22,Central,Component Y,Supplier-013,WH-West,6360,1232,3364,35,27,1522,340.09,1.65,0,2.0,Low,1.0,2162972.4,56.7,0
INV-002048,2023-04-09,West,Raw Material A,Supplier-036,WH-East,6428,953,4482,51,22,2425,487.41,9.62,8,4.5,Medium,0.99,3133071.48,43.0,0
INV-002049,2024-07-09,North,Packaging,Supplier-038,WH-East,7461,1987,3695,37,12,4517,437.48,1.41,10,1.2,High,1.0,3264038.28,60.6,0
INV-002050,2022-11-30,South,Finished Good 2,Supplier-011,WH-North,1507,1698,2445,15,17,3290,305.51,7.16,5,4.4,Medium,0.86,460403.57,18.5,1
INV-002051,2024-12-03,South,Component Y,Supplier-008,WH-West,50,1166,2398,24,18,3265,129.33,2.06,13,3.9,High,0.8,6466.5,0.6,1
INV-002052,2023-04-28,North,Packaging,Supplier-028,WH-South,1554,1623,1824,10,16,3895,79.29,6.4,2,4.8,Low,0.83,123216.66,25.6,1
INV-002053,2023-05-03,West,Equipment,Supplier-020,WH-North,6536,570,1845,42,29,3345,341.33,8.73,16,2.1,Medium,0.73,2230932.88,106.3,0
INV-002054,2022-07-31,South,Packaging,Supplier-045,WH-West,270,331,3975,46,0,1629,170.57,2.46,7,1.5,Low,0.9,46053.9,2.0,1
INV-002055,2022-11-06,North,Component X,Supplier-001,WH-West,2168,550,4073,11,12,2597,213.01,1.72,13,3.5,Medium,0.77,461805.68,16.0,0
INV-002056,2022-08-19,East,Component X,Supplier-040,WH-Central,5387,238,2615,19,2,3398,338.27,6.5,3,3.5,Low,0.94,1822260.49,61.8,0
INV-002057,2024-10-20,East,Raw Material A,Supplier-001,WH-East,8396,768,3636,32,27,525,401.89,1.42,11,4.3,Low,0.99,3374268.44,69.3,0
INV-002058,2022-03-03,North,Equipment,Supplier-028,WH-North,1042,920,2252,42,13,4017,279.08,8.75,5,2.8,Medium,0.81,290801.36,13.9,0
INV-002059,2024-03-13,Central,Raw Material A,Supplier-021,WH-North,9381,1164,2295,42,8,3910,428.85,8.92,4,3.4,Medium,0.9,4023041.85,122.6,0
INV-002060,2022-11-18,Central,Raw Material B,Supplier-011,WH-South,2348,445,4620,18,12,4437,421.27,7.79,16,3.5,Low,0.95,989141.96,15.2,0
INV-002061,2023-03-07,South,Component Y,Supplier-012,WH-West,5558,1328,2818,6,17,444,276.89,4.16,18,1.3,Low,0.77,1538954.62,59.2,0
INV-002062,2022-12-20,West,Component Y,Supplier-015,WH-East,83,905,2371,16,2,3242,42.42,4.34,13,1.6,High,0.77,3520.86,1.1,1
INV-002063,2024-11-24,South,Finished Good 1,Supplier-030,WH-East,7655,1459,2427,29,7,3658,343.98,2.52,3,2.3,Low,0.72,2633166.9,94.6,0
INV-002064,2024-11-20,North,Equipment,Supplier-021,WH-South,39,1624,4613,25,11,2886,189.28,6.64,11,1.5,Medium,0.79,7381.92,0.3,1
INV-002065,2022-04-12,Central,Finished Good 2,Supplier-039,WH-South,365,486,4989,6,8,3434,390.06,1.22,6,2.9,Low,0.97,142371.9,2.2,1
INV-002066,2023-03-11,West,Raw Material B,Supplier-023,WH-West,4832,1633,4321,50,10,1362,37.84,7.68,3,4.9,Critical,0.73,182842.88,33.5,0
INV-002067,2022-12-10,West,Raw Material A,Supplier-047,WH-North,8309,184,4904,34,2,2298,228.36,2.38,3,3.0,High,0.79,1897443.24,50.8,0
INV-002068,2022-10-26,South,Equipment,Supplier-037,WH-North,6953,655,1824,20,22,2336,209.03,9.16,7,4.7,Low,0.96,1453385.59,114.4,0
INV-002069,2022-09-06,West,Finished Good 2,Supplier-045,WH-Central,5930,1570,518,54,17,676,94.66,7.54,3,1.5,Low,0.95,561333.8,343.4,0
INV-002070,2022-04-02,East,Finished Good 1,Supplier-035,WH-North,8180,233,3670,56,13,4622,276.54,4.49,9,2.0,High,0.73,2262097.2,66.9,0
INV-002071,2022-08-28,East,Packaging,Supplier-014,WH-South,862,1032,1347,5,10,4720,265.15,3.34,0,2.9,Low,0.92,228559.3,19.2,1
INV-002072,2022-01-31,East,Raw Material A,Supplier-045,WH-North,1098,562,3127,13,1,4514,239.66,2.84,0,3.1,Low,0.81,263146.68,10.5,0
INV-002073,2023-01-15,North,Component X,Supplier-026,WH-East,7396,1852,1828,2,15,669,165.9,7.06,3,3.5,Low,0.71,1226996.4,121.4,0
INV-002074,2023-04-17,North,Finished Good 2,Supplier-019,WH-West,6313,219,4258,29,16,4482,458.94,9.0,1,1.9,Low,0.71,2897288.22,44.5,0
INV-002075,2022-12-26,Central,Equipment,Supplier-007,WH-Central,4629,1758,2720,7,14,2138,393.51,9.48,10,1.9,Low,0.8,1821557.79,51.1,0
INV-002076,2022-01-05,East,Component X,Supplier-032,WH-North,7610,1346,195,58,7,526,422.59,9.69,3,3.8,High,0.95,3215909.9,1170.8,0
INV-002077,2022-02-03,West,Raw Material A,Supplier-012,WH-Central,8378,1200,2007,27,15,3758,141.92,9.43,4,3.8,High,0.96,1189005.76,125.2,0
INV-002078,2022-05-10,West,Component X,Supplier-030,WH-Central,9316,458,3956,24,22,3011,479.67,7.27,8,4.4,Medium,0.96,4468605.72,70.6,0
INV-002079,2024-12-05,East,Component X,Supplier-040,WH-South,4478,1722,1234,57,14,1730,163.68,2.35,10,1.7,Low,0.76,732959.04,108.9,0
INV-002080,2024-03-01,South,Finished Good 1,Supplier-012,WH-North,8425,128,3516,56,12,774,52.51,3.68,13,4.1,Medium,0.87,442396.75,71.9,0
INV-002081,2024-08-02,West,Packaging,Supplier-045,WH-East,2508,1665,3621,37,1,1054,410.04,4.15,19,3.1,Medium,0.73,1028380.32,20.8,0
INV-002082,2024-06-07,East,Raw Material A,Supplier-013,WH-West,2227,321,4148,22,20,2353,19.71,6.76,12,2.3,High,0.95,43894.17,16.1,0
INV-002083,2024-02-17,South,Equipment,Supplier-038,WH-North,6298,713,854,26,22,1791,485.84,4.72,1,4.5,Low,0.98,3059820.32,221.2,0
INV-002084,2022-08-23,North,Packaging,Supplier-025,WH-South,5544,1734,1765,31,28,1117,58.24,3.8,12,3.7,Low,0.92,322882.56,94.2,0
INV-002085,2022-04-03,West,Finished Good 1,Supplier-018,WH-North,3084,1880,4764,25,21,1976,70.53,3.9,2,3.5,Low,0.73,217514.52,19.4,0
INV-002086,2022-03-03,North,Finished Good 2,Supplier-023,WH-South,7135,1072,858,3,5,3603,13.73,5.79,0,3.4,Low,0.78,97963.55,249.5,0
INV-002087,2024-11-06,South,Raw Material B,Supplier-003,WH-South,7482,1513,2637,59,14,4816,56.31,7.62,8,3.9,Critical,0.94,421311.42,85.1,0
INV-002088,2024-09-11,Central,Component X,Supplier-019,WH-East,410,921,3445,20,18,977,116.89,3.05,18,3.5,Medium,0.87,47924.9,3.6,1
INV-002089,2024-03-02,Central,Raw Material A,Supplier-049,WH-South,9165,278,449,10,11,3722,397.47,5.7,9,4.8,Low,0.74,3642812.55,612.4,0
INV-002090,2022-09-07,East,Finished Good 1,Supplier-026,WH-Central,6506,854,1670,18,25,3494,6.61,2.12,0,2.7,Low,1.0,43004.66,116.9,0
INV-002091,2022-01-23,South,Finished Good 2,Supplier-044,WH-East,9691,1789,2636,33,9,2824,427.34,9.99,11,4.8,Low,0.87,4141351.94,110.3,0
INV-002092,2022-06-21,East,Component X,Supplier-037,WH-Central,7363,111,64,39,11,765,152.07,5.53,19,3.5,Low,0.73,1119691.41,3451.4,0
INV-002093,2023-08-29,South,Raw Material B,Supplier-026,WH-East,3883,884,642,31,14,831,444.87,2.65,0,1.8,Low,0.79,1727430.21,181.4,0
INV-002094,2023-01-23,Central,Packaging,Supplier-026,WH-West,1782,1463,1261,46,17,4400,209.19,6.52,10,2.3,Low,0.98,372776.58,42.4,0
INV-002095,2024-02-03,South,Component Y,Supplier-041,WH-East,7415,1937,4838,28,4,1050,353.18,3.11,5,3.2,Medium,0.82,2618829.7,46.0,0
INV-002096,2024-02-25,West,Packaging,Supplier-013,WH-Central,6387,1651,967,54,14,1506,73.96,6.88,10,1.4,Medium,0.82,472382.52,198.1,0
INV-002097,2022-07-10,Central,Raw Material B,Supplier-021,WH-South,1028,1742,1800,11,27,765,272.07,2.68,4,3.8,High,0.91,279687.96,17.1,1
INV-002098,2023-08-15,South,Equipment,Supplier-023,WH-South,3692,1809,1987,5,8,203,164.98,1.75,19,3.5,Low,0.87,609106.16,55.7,0
INV-002099,2022-05-07,South,Packaging,Supplier-045,WH-South,7404,247,1788,20,3,2745,131.47,2.89,3,3.3,High,0.78,973403.88,124.2,0
INV-002100,2023-04-27,Central,Raw Material B,Supplier-017,WH-East,8547,1351,1328,48,16,3140,339.26,5.88,9,3.7,High,0.88,2899655.22,193.1,0
INV-002101,2023-08-16,North,Component X,Supplier-042,WH-East,8493,1868,934,20,20,1642,452.4,4.83,10,4.7,Low,0.73,3842233.2,272.8,0
INV-002102,2023-10-16,North,Component Y,Supplier-011,WH-Central,6896,1998,4469,33,26,1464,317.55,7.63,15,1.8,Low,0.75,2189824.8,46.3,0
INV-002103,2023-05-15,East,Component X,Supplier-017,WH-West,1387,203,1907,23,28,2509,442.11,2.91,13,4.6,High,0.96,613206.57,21.8,0
INV-002104,2022-06-24,East,Raw Material A,Supplier-016,WH-West,606,1073,500,8,27,4532,188.41,6.75,9,1.2,Low,0.75,114176.46,36.4,1
INV-002105,2024-11-11,West,Component X,Supplier-037,WH-East,2790,213,334,31,19,470,332.71,4.05,11,3.7,High,0.91,928260.9,250.6,0
INV-002106,2022-04-08,Central,Raw Material A,Supplier-049,WH-North,5023,463,3683,48,21,261,50.39,4.97,11,3.8,Low,0.8,253108.97,40.9,0
INV-002107,2024-09-15,South,Finished Good 1,Supplier-019,WH-East,6665,1459,4363,9,10,3432,475.46,9.21,16,2.5,High,0.91,3168940.9,45.8,0
INV-002108,2023-07-20,North,Packaging,Supplier-020,WH-East,4798,714,1136,10,9,2960,355.47,8.04,17,4.7,Low,0.83,1705545.06,126.7,0
INV-002109,2024-05-12,North,Equipment,Supplier-038,WH-West,1699,1001,2012,57,6,3658,266.04,2.87,11,1.8,Medium,0.7,452001.96,25.3,0
INV-002110,2022-10-11,East,Component X,Supplier-013,WH-West,8536,593,566,50,9,4747,433.62,7.19,13,4.6,Low,0.8,3701380.32,452.4,0
INV-002111,2023-02-04,East,Raw Material B,Supplier-014,WH-Central,3482,1057,1461,42,7,2989,356.62,1.66,7,2.1,High,0.91,1241750.84,71.5,0
INV-002112,2023-10-07,South,Component X,Supplier-014,WH-North,1284,330,2066,24,2,1660,223.31,9.98,13,3.6,Low,0.75,286730.04,18.6,0
INV-002113,2023-09-26,East,Component Y,Supplier-010,WH-South,2137,1338,1500,36,25,263,284.98,8.95,3,2.0,Low,0.9,609002.26,42.7,0
