record_id,date,region,country,category,indicator,value,target_value,previous_year_value,population_affected,budget_allocated,budget_spent,projects_completed,projects_in_progress,satisfaction_rating,trend_direction,priority_level,year_over_year_change,target_achievement,budget_utilization
PUB-01113,2023-12-01,South,Canada,Employment,School Enrollment Rate,50.27,86.84,86.05,9714457,13613860.31,8313122.05,50,18,1.0,Stable,Medium,-41.58,57.89,61.06
PUB-01114,2024-09-03,East,France,Employment,Renewable Energy %,35.97,92.79,56.58,3868833,19642090.55,28418118.61,22,40,1.3,Declining,Medium,-36.43,38.76,144.68
PUB-01115,2024-09-10,North,Canada,Climate,Hospital Beds per 1000,61.13,60.17,61.89,3485815,48707281.99,8051271.34,9,17,2.3,Improving,Low,-1.23,101.6,16.53
PUB-01116,2024-08-10,North,India,Climate,Housing Affordability Index,23.33,73.64,12.92,7570769,42008006.45,26173320.94,85,16,3.6,Declining,Critical,80.57,31.68,62.31
PUB-01117,2022-11-08,South,India,Housing,Life Expectancy,17.08,58.31,53.8,1685588,49039645.49,26614979.58,6,33,1.3,Stable,Low,-68.25,29.29,54.27
PUB-01118,2024-06-07,East,Japan,Infrastructure,Housing Affordability Index,21.5,59.47,76.08,7198697,19606607.88,15007083.88,19,8,1.7,Improving,Low,-71.74,36.15,76.54
PUB-01119,2023-10-23,Central,USA,Housing,Renewable Energy %,73.08,87.44,51.56,5670536,13651174.83,13912665.76,88,37,4.1,Improving,Medium,41.74,83.58,101.92
PUB-01120,2024-10-12,East,France,Infrastructure,Housing Affordability Index,92.49,74.38,27.2,3433198,43561348.38,26913232.04,13,26,4.6,Stable,High,240.04,124.35,61.78
PUB-01121,2024-02-18,South,Canada,Employment,Air Quality Index,95.04,70.32,73.24,2885871,31469610.63,23632790.97,39,36,2.3,Stable,Medium,29.77,135.15,75.1
PUB-01122,2023-08-30,East,Mexico,Infrastructure,Unemployment Rate,42.01,88.77,86.74,2679407,24240863.32,4482990.77,86,20,4.1,Stable,High,-51.57,47.32,18.49
PUB-01123,2022-02-21,West,Australia,Infrastructure,Life Expectancy,20.58,56.88,93.31,4584352,38696055.05,25832421.51,11,16,3.6,Improving,High,-77.94,36.18,66.76
PUB-01124,2023-01-20,South,USA,Employment,Renewable Energy %,28.0,94.49,86.78,121171,37171618.56,35532845.95,85,35,4.5,Declining,Medium,-67.73,29.63,95.59
PUB-01125,2024-01-27,Central,USA,Housing,Air Quality Index,20.14,76.47,58.09,11262,35282679.06,11537597.77,32,14,3.8,Stable,Medium,-65.33,26.34,32.7
PUB-01126,2024-12-25,South,Japan,Climate,Housing Affordability Index,98.14,56.51,42.42,8270993,1553543.26,11129470.63,19,21,4.7,Declining,Low,131.35,173.67,716.39
PUB-01127,2022-02-20,South,Australia,Education,Air Quality Index,89.99,64.23,63.2,379284,3203617.63,31888869.68,9,46,1.3,Improving,Medium,42.39,140.11,995.4
PUB-01128,2023-10-12,West,Germany,Health,School Enrollment Rate,42.0,97.36,52.59,1746180,23677737.67,8431994.38,39,5,2.0,Stable,Medium,-20.14,43.14,35.61
PUB-01129,2022-03-02,South,UK,Health,CO2 Emissions,43.7,95.28,80.62,6112838,42607186.7,46992437.47,40,0,3.7,Improving,Medium,-45.8,45.86,110.29
PUB-01130,2022-05-29,South,Canada,Employment,Life Expectancy,91.79,69.14,56.51,6354187,36923324.16,11362363.87,3,9,2.1,Improving,Low,62.43,132.76,30.77
PUB-01131,2023-08-19,Central,Australia,Health,School Enrollment Rate,92.66,62.77,33.52,8150066,48695629.36,22920802.84,2,42,2.4,Declining,High,176.43,147.62,47.07
PUB-01132,2022-09-13,East,India,Health,Renewable Energy %,71.84,83.99,87.01,4149012,43025349.98,13789207.78,14,41,3.3,Declining,Critical,-17.43,85.53,32.05
PUB-01133,2024-06-21,South,India,Climate,Housing Affordability Index,67.68,58.73,61.07,2155287,39796188.27,21216431.15,71,10,2.5,Improving,Critical,10.82,115.24,53.31
PUB-01134,2022-08-12,East,UK,Health,Unemployment Rate,42.6,69.34,65.26,6298973,41289645.65,33848825.48,80,4,1.3,Declining,Medium,-34.72,61.44,81.98
PUB-01135,2024-03-04,South,USA,Employment,CO2 Emissions,63.62,90.09,39.81,8936642,30821761.58,5401524.53,52,22,3.1,Improving,Low,59.81,70.62,17.53
PUB-01136,2023-11-07,West,USA,Climate,Income Inequality,25.84,56.57,69.59,7708623,48229733.83,32578796.82,49,22,2.9,Stable,Low,-62.87,45.68,67.55
PUB-01137,2024-09-15,West,India,Climate,Air Quality Index,62.42,55.35,18.82,208672,19574580.45,36621079.55,33,38,2.0,Stable,Medium,231.67,112.77,187.08
PUB-01138,2023-01-21,Central,Germany,Health,Income Inequality,71.71,73.37,46.16,3665567,8954370.22,36054565.98,38,40,2.8,Stable,Low,55.35,97.74,402.65
PUB-01139,2022-05-24,North,UK,Infrastructure,Unemployment Rate,83.47,92.5,40.74,780466,28884581.95,27070862.02,49,39,2.1,Improving,Critical,104.88,90.24,93.72
PUB-01140,2022-10-12,East,UK,Infrastructure,Hospital Beds per 1000,69.51,80.02,49.16,2091354,46311633.88,43030136.13,20,26,1.2,Improving,Critical,41.4,86.87,92.91
PUB-01141,2023-12-23,South,Canada,Education,Income Inequality,67.36,72.26,52.15,2052630,22666899.41,16002957.26,94,38,2.9,Declining,High,29.17,93.22,70.6
PUB-01142,2024-03-22,East,UK,Climate,Air Quality Index,46.85,84.85,16.27,8439151,10778655.61,38517200.49,36,16,1.6,Declining,Critical,187.95,55.22,357.35
PUB-01143,2023-12-20,South,Japan,Housing,Air Quality Index,43.59,80.92,86.55,7827601,28335575.63,33246836.61,31,38,1.2,Improving,High,-49.64,53.87,117.33
PUB-01144,2022-07-10,East,Germany,Education,Income Inequality,96.83,76.73,56.16,199993,39943424.84,15907807.49,5,11,1.2,Declining,Low,72.42,126.2,39.83
PUB-01145,2024-12-30,Central,USA,Employment,Air Quality Index,37.7,57.51,46.05,9150445,39841514.03,9788096.17,7,2,3.0,Stable,High,-18.13,65.55,24.57
PUB-01146,2024-12-27,East,Germany,Employment,School Enrollment Rate,62.0,54.62,44.47,5332844,39556897.71,43510590.09,49,48,1.7,Improving,High,39.42,113.51,109.99
PUB-01147,2024-06-22,West,UK,Climate,Unemployment Rate,17.64,59.06,41.3,2583986,28757437.41,46671291.93,47,8,1.5,Declining,Medium,-57.29,29.87,162.29
PUB-01148,2022-06-14,Central,Germany,Education,Air Quality Index,53.27,87.32,17.91,1823969,16540754.81,43311051.14,26,16,2.1,Improving,Low,197.43,61.01,261.84
PUB-01149,2022-08-22,North,India,Education,Air Quality Index,87.13,96.18,56.29,4282614,40731584.35,24072057.36,37,14,4.2,Declining,Medium,54.79,90.59,59.1
PUB-01150,2023-09-24,Central,Australia,Climate,Hospital Beds per 1000,65.96,96.76,22.64,5097135,37736372.91,13251350.84,85,26,1.0,Stable,Low,191.34,68.17,35.12
PUB-01151,2024-12-12,South,Mexico,Employment,CO2 Emissions,60.19,91.0,74.48,3286050,32289016.66,24932823.08,66,16,2.1,Improving,Low,-19.19,66.14,77.22
PUB-01152,2024-05-27,East,India,Infrastructure,Air Quality Index,87.86,67.6,24.97,7999289,43607337.24,14553563.81,32,7,2.8,Declining,Medium,251.86,129.97,33.37
PUB-01153,2022-03-22,North,Germany,Housing,Air Quality Index,25.1,92.1,39.2,8190989,23191477.31,37726956.41,40,14,2.8,Stable,Medium,-35.97,27.25,162.68
PUB-01154,2022-04-25,South,Brazil,Education,Unemployment Rate,45.36,52.74,94.8,3518663,7669708.84,44333728.45,75,8,4.9,Stable,High,-52.15,86.01,578.04
PUB-01155,2024-01-10,North,France,Education,School Enrollment Rate,64.92,82.32,20.15,7712330,29326489.99,30805130.39,44,15,2.2,Declining,Low,222.18,78.86,105.04
PUB-01156,2022-03-31,South,Mexico,Employment,Housing Affordability Index,33.96,80.94,69.4,7366284,20268084.72,21265576.44,65,31,4.1,Stable,Medium,-51.07,41.96,104.92
PUB-01157,2022-01-09,West,Canada,Climate,Renewable Energy %,28.1,97.53,64.56,2955344,11753995.34,22107985.21,3,39,2.9,Stable,Low,-56.47,28.81,188.09
PUB-01158,2023-01-12,South,Canada,Health,Air Quality Index,92.24,88.61,56.28,1242741,29943828.1,43023805.59,86,5,4.8,Improving,High,63.89,104.1,143.68
PUB-01159,2023-06-21,East,Australia,Education,Income Inequality,51.39,95.3,43.63,8613011,22951395.02,20168549.7,48,44,1.2,Stable,High,17.79,53.92,87.88
PUB-01160,2023-07-07,East,Mexico,Health,Housing Affordability Index,51.15,94.71,12.79,8090068,8553910.43,986234.65,3,7,4.6,Improving,Medium,299.92,54.01,11.53
PUB-01161,2023-01-06,North,Germany,Climate,Hospital Beds per 1000,51.0,93.58,66.19,4375742,33460654.74,27974063.79,57,24,1.9,Improving,High,-22.95,54.5,83.6
PUB-01162,2024-12-06,South,Canada,Climate,Income Inequality,80.01,76.86,17.44,1281016,8970449.45,35206330.35,23,26,2.5,Declining,High,358.77,104.1,392.47
PUB-01163,2024-07-04,North,Canada,Climate,Renewable Energy %,53.0,75.59,93.77,1522145,47971941.68,29462606.62,2,42,4.8,Stable,Medium,-43.48,70.12,61.42
PUB-01164,2024-10-03,West,India,Employment,Access to Clean Water,14.97,86.82,29.83,5476216,11789959.11,4418679.75,42,36,1.8,Stable,Low,-49.82,17.24,37.48
PUB-01165,2023-12-17,East,Australia,Education,Access to Clean Water,86.6,75.93,26.84,7416922,33010322.16,8314658.96,48,38,1.8,Improving,Low,222.65,114.05,25.19
PUB-01166,2024-08-06,South,India,Infrastructure,School Enrollment Rate,89.47,91.54,51.5,2941948,33849929.47,1596643.91,39,46,3.6,Improving,High,73.73,97.74,4.72
PUB-01167,2022-04-12,South,Japan,Infrastructure,Life Expectancy,12.66,60.9,87.31,112172,17809386.75,46345962.4,43,14,1.2,Improving,Medium,-85.5,20.79,260.23
PUB-01168,2023-04-23,South,Mexico,Education,Hospital Beds per 1000,17.85,87.58,44.68,9988138,28870635.89,36588256.04,92,40,4.4,Declining,Medium,-60.05,20.38,126.73
PUB-01169,2022-02-04,South,France,Education,Access to Clean Water,35.48,73.77,78.47,7252556,12944460.18,26095741.45,9,28,3.5,Improving,High,-54.79,48.1,201.6
PUB-01170,2022-10-17,Central,Mexico,Education,Air Quality Index,46.8,75.31,59.56,3234725,23283701.5,18290062.81,58,1,4.5,Declining,High,-21.42,62.14,78.55
PUB-01171,2023-02-06,South,Japan,Infrastructure,Hospital Beds per 1000,14.03,89.9,27.87,7523310,3419063.69,20992521.91,60,30,1.5,Stable,Medium,-49.66,15.61,613.98
PUB-01172,2022-02-06,South,France,Health,CO2 Emissions,35.37,50.53,87.81,5504002,13187865.35,31529924.01,40,44,2.0,Stable,Medium,-59.72,70.0,239.08
PUB-01173,2022-09-10,North,Australia,Housing,CO2 Emissions,68.39,90.93,86.78,965767,17861643.11,11894286.17,63,3,3.0,Declining,High,-21.19,75.21,66.59
PUB-01174,2022-07-28,North,Australia,Education,Unemployment Rate,98.52,56.41,33.97,2584859,2699163.59,30915738.77,50,25,2.8,Improving,Low,190.02,174.65,1145.38
PUB-01175,2022-11-04,North,France,Infrastructure,Income Inequality,28.63,62.38,26.0,9060069,10137863.69,4851745.67,98,15,1.4,Stable,High,10.12,45.9,47.86
PUB-01176,2023-11-28,North,Canada,Housing,Housing Affordability Index,29.66,68.17,51.25,1491509,29357096.53,47230499.33,24,1,2.4,Stable,Medium,-42.13,43.51,160.88
PUB-01177,2022-01-28,West,Germany,Education,Hospital Beds per 1000,78.06,72.21,57.64,1791398,18960596.11,20946123.03,7,27,4.7,Improving,High,35.43,108.1,110.47
PUB-01178,2022-05-11,West,France,Health,School Enrollment Rate,66.96,76.38,78.26,6859984,27084289.05,21769553.47,57,27,3.3,Stable,Critical,-14.44,87.67,80.38
PUB-01179,2024-11-04,South,Brazil,Education,Hospital Beds per 1000,20.37,66.11,11.17,6473235,28581524.08,40929517.29,62,47,4.9,Stable,Critical,82.36,30.81,143.2
PUB-01180,2024-03-12,West,Germany,Employment,Renewable Energy %,42.03,85.05,65.38,9199918,18577424.43,35807153.21,92,38,3.2,Declining,High,-35.71,49.42,192.75
PUB-01181,2022-03-15,South,France,Infrastructure,Access to Clean Water,88.17,65.72,10.08,9228991,40540517.63,45770325.75,0,45,1.3,Improving,Medium,774.7,134.16,112.9
PUB-01182,2024-10-07,West,Germany,Employment,Hospital Beds per 1000,41.82,72.73,28.69,6991484,12253768.96,17234958.5,76,23,2.1,Stable,High,45.77,57.5,140.65
PUB-01183,2023-07-18,North,UK,Climate,Hospital Beds per 1000,69.22,84.27,76.89,4612881,29203943.26,29789184.12,94,49,1.3,Stable,Medium,-9.98,82.14,102.0
PUB-01184,2022-12-17,South,Australia,Employment,Income Inequality,82.17,82.33,84.45,8153865,4101930.64,12123694.83,64,16,4.1,Declining,Medium,-2.7,99.81,295.56
PUB-01185,2022-02-17,East,India,Infrastructure,Income Inequality,94.58,71.4,36.88,1301752,11089489.83,920020.46,27,41,3.4,Stable,Low,156.45,132.46,8.3
PUB-01186,2024-04-02,Central,Japan,Infrastructure,Unemployment Rate,57.38,87.1,27.22,721634,3165052.94,31954823.44,7,26,4.8,Stable,Medium,110.8,65.88,1009.61
PUB-01187,2023-12-07,Central,UK,Climate,CO2 Emissions,93.75,96.13,16.44,9687580,10651369.69,24624738.11,76,41,1.8,Stable,Medium,470.26,97.52,231.19
PUB-01188,2022-11-02,West,Australia,Housing,Air Quality Index,28.7,97.48,50.12,51756,23086276.34,31985222.15,8,43,3.7,Improving,Medium,-42.74,29.44,138.55
PUB-01189,2023-01-07,East,Canada,Health,Income Inequality,48.15,99.49,31.72,5058349,27573783.45,36946511.07,43,20,4.1,Declining,Low,51.8,48.4,133.99
PUB-01190,2022-11-28,South,Germany,Infrastructure,Unemployment Rate,25.14,87.76,33.1,1221726,11150961.75,43063753.25,5,0,3.8,Improving,Medium,-24.05,28.65,386.19
PUB-01191,2023-04-11,North,USA,Education,Housing Affordability Index,45.16,66.7,79.82,2103308,48010681.13,13398390.41,63,27,2.2,Stable,Medium,-43.42,67.71,27.91
PUB-01192,2023-01-23,West,Germany,Employment,School Enrollment Rate,85.83,70.83,60.01,6415036,40822456.86,47774147.59,82,4,1.4,Stable,Critical,43.03,121.18,117.03
PUB-01193,2024-04-15,Central,Australia,Employment,Income Inequality,22.96,82.28,21.62,6071269,35986353.5,43287334.06,63,19,3.7,Stable,High,6.2,27.9,120.29
PUB-01194,2023-03-08,South,UK,Infrastructure,Housing Affordability Index,18.35,92.99,21.35,6364961,39659165.48,22253884.28,53,8,2.1,Stable,Critical,-14.05,19.73,56.11
PUB-01195,2022-09-01,West,Japan,Infrastructure,Hospital Beds per 1000,59.37,59.08,10.47,2041766,43959391.15,42381846.88,21,26,2.8,Declining,Medium,467.05,100.49,96.41
PUB-01196,2022-02-02,South,USA,Housing,Income Inequality,16.79,52.69,81.68,8165266,17241188.89,24211219.57,79,7,1.7,Improving,Critical,-79.44,31.87,140.43
PUB-01197,2024-02-27,South,France,Housing,Access to Clean Water,41.72,57.83,78.29,4313607,21019833.77,37889502.28,78,17,1.5,Stable,Critical,-46.71,72.14,180.26
PUB-01198,2022-12-11,South,Australia,Infrastructure,Access to Clean Water,11.73,63.85,75.21,8866800,38774361.62,35608656.22,59,39,3.0,Stable,Critical,-84.4,18.37,91.84
PUB-01199,2022-03-27,West,Canada,Employment,Renewable Energy %,57.44,86.02,41.08,4980386,35210735.32,30911336.16,35,6,4.5,Declining,Low,39.82,66.78,87.79
PUB-01200,2022-01-28,South,France,Health,Air Quality Index,47.57,87.39,86.38,3601269,13824407.47,31612051.4,13,24,1.8,Improving,Medium,-44.93,54.43,228.67
PUB-01201,2024-10-17,North,Australia,Employment,Air Quality Index,76.42,51.22,42.44,6831374,27991946.34,19187086.03,27,23,3.2,Stable,High,80.07,149.2,68.55
PUB-01202,2023-02-05,Central,Mexico,Education,Air Quality Index,86.57,96.37,40.05,4154397,5951960.43,13637331.37,69,47,1.3,Stable,High,116.15,89.83,229.12
PUB-01203,2022-02-10,Central,Australia,Employment,Access to Clean Water,84.67,69.53,40.09,6438430,12036061.35,23511847.77,85,25,3.0,Improving,Critical,111.2,121.77,195.35
PUB-01204,2022-10-06,West,Germany,Health,Income Inequality,57.57,87.47,60.69,7198169,24706469.41,14231811.42,19,9,4.4,Stable,Critical,-5.14,65.82,57.6
PUB-01205,2023-06-20,Central,UK,Infrastructure,Income Inequality,68.48,90.7,42.11,9563425,20417497.68,31460844.65,65,28,4.5,Declining,High,62.62,75.5,154.09
PUB-01206,2022-12-20,Central,Germany,Climate,Unemployment Rate,95.43,90.11,34.22,7831213,35227191.71,19143094.68,21,14,4.7,Stable,Medium,178.87,105.9,54.34
PUB-01207,2024-02-28,North,Germany,Infrastructure,School Enrollment Rate,53.31,70.58,58.49,9866716,24530412.99,28350772.98,19,37,4.5,Improving,Medium,-8.86,75.53,115.57
PUB-01208,2024-05-17,West,Germany,Employment,Hospital Beds per 1000,58.96,71.43,72.75,4872332,12324253.92,18909813.67,4,38,4.5,Declining,Low,-18.96,82.54,153.44
PUB-01209,2022-10-12,South,Australia,Climate,CO2 Emissions,51.62,57.98,23.77,3772179,28801958.47,16045852.94,68,37,4.2,Improving,Low,117.16,89.03,55.71
PUB-01210,2023-06-16,North,Australia,Health,Renewable Energy %,26.36,83.7,86.68,5303489,6122005.89,21567232.47,88,38,3.8,Declining,High,-69.59,31.49,352.29
PUB-01211,2024-07-13,East,India,Housing,School Enrollment Rate,50.78,76.4,25.81,697301,49726707.38,4026246.21,41,16,4.0,Improving,Medium,96.75,66.47,8.1
PUB-01212,2024-01-15,East,USA,Health,Life Expectancy,86.34,92.01,51.5,763560,39973619.57,24656493.2,18,44,2.9,Declining,High,67.65,93.84,61.68
PUB-01213,2023-05-05,South,Brazil,Climate,Access to Clean Water,33.73,96.1,59.42,1428868,7735939.19,17028952.19,36,20,3.8,Stable,Critical,-43.23,35.1,220.13
PUB-01214,2024-08-19,East,Brazil,Health,CO2 Emissions,52.97,86.43,17.7,9289495,36281852.67,9828683.87,31,19,2.7,Stable,Medium,199.27,61.29,27.09
PUB-01215,2023-08-14,West,UK,Health,Renewable Energy %,60.17,91.6,79.22,8092235,28230619.82,18278412.64,49,24,3.6,Improving,Medium,-24.05,65.69,64.75
PUB-01216,2022-02-20,East,Mexico,Infrastructure,Access to Clean Water,48.55,85.89,43.64,5158775,36550520.14,37638016.65,81,3,4.5,Declining,High,11.25,56.53,102.98
PUB-01217,2023-10-31,South,Japan,Housing,CO2 Emissions,99.02,53.94,71.75,3211082,16930030.27,25432474.98,78,29,1.4,Improving,High,38.01,183.57,150.22
PUB-01218,2024-10-10,South,India,Housing,CO2 Emissions,75.65,93.05,27.1,7524945,13224803.5,27620348.64,28,43,2.8,Stable,Medium,179.15,81.3,208.85
PUB-01219,2022-07-08,West,UK,Employment,Housing Affordability Index,95.72,61.04,82.1,5238554,20747766.84,38552401.08,71,43,2.8,Declining,High,16.59,156.82,185.81
PUB-01220,2023-07-22,Central,Canada,Climate,School Enrollment Rate,28.81,59.12,20.64,2465469,40227869.5,9655177.4,63,15,1.1,Improving,Low,39.58,48.73,24.0
PUB-01221,2023-09-17,West,Japan,Employment,Income Inequality,54.76,76.49,92.52,8117531,47450564.91,19637949.21,59,28,2.9,Declining,Medium,-40.81,71.59,41.39
PUB-01222,2024-03-11,North,Brazil,Health,Life Expectancy,66.0,73.39,18.43,5624887,48593919.25,2116026.56,82,11,3.4,Declining,Medium,258.11,89.93,4.35
PUB-01223,2024-01-23,East,France,Housing,Access to Clean Water,29.02,76.16,33.72,4555753,37884919.13,38532378.05,10,16,2.8,Declining,Medium,-13.94,38.1,101.71
PUB-01224,2024-04-15,Central,USA,Climate,Air Quality Index,36.81,92.71,52.46,1376863,45601784.37,31442929.5,34,24,3.2,Improving,Critical,-29.83,39.7,68.95
PUB-01225,2024-10-12,Central,India,Employment,Access to Clean Water,38.96,66.41,48.46,2756116,5572597.78,18492079.89,45,16,3.5,Declining,Critical,-19.6,58.67,331.84
PUB-01226,2023-06-08,East,Mexico,Infrastructure,School Enrollment Rate,84.82,65.13,58.65,5318598,27128527.25,20353992.4,50,40,3.8,Stable,High,44.62,130.23,75.03
PUB-01227,2022-04-12,Central,Germany,Infrastructure,School Enrollment Rate,14.1,88.44,90.55,4928665,5865618.37,46617486.12,23,42,3.5,Stable,Medium,-84.43,15.94,794.76
PUB-01228,2024-02-19,North,India,Climate,School Enrollment Rate,53.22,63.39,45.69,2995201,37003869.56,9496410.35,58,2,3.8,Improving,Medium,16.48,83.96,25.66
PUB-01229,2024-10-06,West,France,Infrastructure,CO2 Emissions,64.82,57.15,31.91,4704979,19225751.33,27095697.17,78,17,3.5,Improving,Medium,103.13,113.42,140.93
PUB-01230,2023-03-03,West,Australia,Infrastructure,Renewable Energy %,10.09,88.57,47.97,9926757,48690492.19,45393286.43,60,40,3.4,Improving,Low,-78.97,11.39,93.23
PUB-01231,2024-01-12,South,France,Employment,Renewable Energy %,90.77,80.9,78.16,1227305,46020306.64,10846190.99,62,0,2.1,Stable,Medium,16.13,112.2,23.57
PUB-01232,2023-09-15,East,Australia,Infrastructure,School Enrollment Rate,84.64,98.43,94.54,3253246,3850431.15,8508193.52,70,2,2.4,Improving,Medium,-10.47,85.99,220.97
PUB-01233,2023-06-03,East,USA,Employment,CO2 Emissions,89.44,98.49,74.58,7322713,3704093.43,39215465.47,0,28,2.7,Stable,High,19.92,90.81,1058.71
PUB-01234,2024-02-03,South,Japan,Health,Housing Affordability Index,33.35,58.32,93.99,8711134,31483707.82,19410924.45,94,28,1.9,Stable,High,-64.52,57.18,61.65
PUB-01235,2023-03-25,South,Germany,Infrastructure,Unemployment Rate,62.1,54.49,68.6,5052466,34675416.02,9205553.39,69,13,3.4,Stable,High,-9.48,113.97,26.55
PUB-01236,2023-06-05,North,Brazil,Health,Life Expectancy,72.85,67.6,52.27,1511181,26260844.04,21614886.26,39,22,4.6,Stable,Medium,39.37,107.77,82.31
PUB-01237,2023-11-08,North,UK,Health,Life Expectancy,25.17,79.49,89.29,776910,11882430.76,47579506.86,51,49,3.0,Improving,High,-71.81,31.66,400.42
PUB-01238,2022-05-15,West,USA,Education,Income Inequality,84.62,89.17,20.49,9165364,12445265.79,13340470.88,82,42,2.6,Improving,Low,312.98,94.9,107.19
PUB-01239,2023-07-29,East,Germany,Infrastructure,Housing Affordability Index,34.96,82.44,93.16,4375218,4107069.05,35617621.49,78,35,3.9,Declining,Medium,-62.47,42.41,867.23
PUB-01240,2024-02-19,South,Japan,Housing,CO2 Emissions,33.79,56.56,26.2,6992417,49693673.79,3996842.52,29,27,2.3,Stable,High,28.97,59.74,8.04
PUB-01241,2024-05-28,North,India,Education,Hospital Beds per 1000,33.22,87.62,65.37,2696153,24782635.92,33159271.75,58,31,4.3,Declining,Low,-49.18,37.91,133.8
PUB-01242,2024-05-07,North,Mexico,Education,Access to Clean Water,25.7,69.35,43.03,3095246,33372568.32,38876220.89,9,13,1.5,Improving,Medium,-40.27,37.06,116.49
PUB-01243,2023-12-26,South,Germany,Employment,Renewable Energy %,70.06,53.7,86.5,4288202,39727589.43,21620266.95,36,40,1.3,Stable,Critical,-19.01,130.47,54.42
PUB-01244,2024-11-18,East,Canada,Health,CO2 Emissions,55.65,83.92,73.24,7083794,22337375.46,36683609.48,67,13,4.0,Stable,Low,-24.02,66.31,164.23
PUB-01245,2023-02-11,Central,Canada,Infrastructure,School Enrollment Rate,48.23,60.11,57.04,573924,49444157.3,39274104.92,62,0,2.4,Stable,Medium,-15.45,80.24,79.43
PUB-01246,2023-07-03,Central,Brazil,Health,Air Quality Index,36.54,66.67,86.52,6628127,26847783.76,19725822.28,83,13,4.6,Stable,High,-57.77,54.81,73.47
PUB-01247,2024-11-03,South,Australia,Education,CO2 Emissions,37.58,96.89,88.19,4994777,19489112.33,29988365.75,75,2,4.7,Declining,Medium,-57.39,38.79,153.87
PUB-01248,2023-02-11,West,India,Health,Access to Clean Water,87.53,57.25,57.73,2114642,7921997.09,8525687.66,30,15,3.4,Declining,High,51.62,152.89,107.62
PUB-01249,2023-08-31,East,UK,Health,CO2 Emissions,61.49,57.04,49.52,7428670,18665630.3,46754599.89,31,3,3.0,Stable,Medium,24.17,107.8,250.48
PUB-01250,2023-04-14,North,USA,Climate,Housing Affordability Index,63.14,72.25,38.83,793749,21532685.52,4940422.65,82,47,3.3,Improving,High,62.61,87.39,22.94
PUB-01251,2023-12-25,North,Mexico,Education,Hospital Beds per 1000,58.9,63.53,63.97,8905220,41174137.89,28644343.58,48,13,1.2,Stable,Medium,-7.93,92.71,69.57
PUB-01252,2024-05-28,South,Brazil,Employment,School Enrollment Rate,90.01,83.76,14.07,282875,32988367.68,23471433.74,0,29,4.7,Improving,Critical,539.73,107.46,71.15
PUB-01253,2022-11-24,South,Australia,Housing,Life Expectancy,71.01,76.44,79.75,4385382,39491549.2,17463658.26,68,34,1.8,Stable,Medium,-10.96,92.9,44.22
PUB-01254,2024-05-02,South,Canada,Climate,Renewable Energy %,37.17,98.03,57.56,6393419,20609620.67,13726785.38,50,10,4.1,Improving,High,-35.42,37.92,66.6
PUB-01255,2024-10-09,North,India,Climate,Hospital Beds per 1000,46.44,82.24,40.49,7287168,11462256.4,28637526.23,31,23,4.6,Improving,High,14.69,56.47,249.84
PUB-01256,2023-03-19,North,Japan,Employment,Renewable Energy %,62.07,86.97,52.15,5840592,2346740.71,45021839.51,15,26,2.1,Stable,Medium,19.02,71.37,1918.48
PUB-01257,2024-06-08,East,Canada,Education,Income Inequality,41.4,59.15,50.2,9667758,43384820.72,27867809.86,86,3,1.5,Stable,High,-17.53,69.99,64.23
PUB-01258,2024-03-13,North,UK,Education,Life Expectancy,35.63,66.7,79.41,1481649,20156996.65,10983381.08,46,19,2.5,Stable,Medium,-55.13,53.42,54.49
PUB-01259,2023-09-06,East,Germany,Climate,Hospital Beds per 1000,91.58,54.81,73.73,1714682,13866990.16,20859454.66,81,30,1.1,Stable,Medium,24.21,167.09,150.43
PUB-01260,2024-11-26,South,India,Education,School Enrollment Rate,98.6,56.8,54.72,3439489,25596518.45,19476991.33,84,26,3.3,Improving,Low,80.19,173.59,76.09
PUB-01261,2023-10-04,East,Australia,Infrastructure,Life Expectancy,90.03,50.37,67.76,1242183,31421190.79,27679410.39,48,12,1.4,Improving,Medium,32.87,178.74,88.09
PUB-01262,2023-05-08,West,Germany,Infrastructure,Life Expectancy,65.44,52.03,67.07,2789929,23078626.23,8573242.11,46,17,4.6,Declining,Medium,-2.43,125.77,37.15
PUB-01263,2022-11-12,North,USA,Infrastructure,CO2 Emissions,93.94,70.78,33.31,8093557,9473201.15,46942873.24,25,37,2.6,Improving,Medium,182.02,132.72,495.53
PUB-01264,2022-03-02,East,UK,Education,CO2 Emissions,71.71,65.63,85.2,6888978,39358723.41,14265819.46,65,49,3.8,Improving,Critical,-15.83,109.26,36.25
PUB-01265,2024-08-01,Central,Japan,Infrastructure,Unemployment Rate,97.16,57.18,63.74,2526560,3186915.45,616655.58,80,41,2.7,Stable,Medium,52.43,169.92,19.35
PUB-01266,2024-08-26,Central,Japan,Climate,Hospital Beds per 1000,57.97,76.4,76.48,2448814,13820521.54,9875706.7,12,23,4.4,Stable,High,-24.2,75.88,71.46
PUB-01267,2024-01-18,Central,USA,Housing,School Enrollment Rate,24.95,81.09,24.35,1513398,25464033.73,24147706.23,82,21,3.7,Declining,High,2.46,30.77,94.83
PUB-01268,2024-12-10,Central,USA,Education,CO2 Emissions,72.63,86.76,66.75,5279940,3946169.98,33372759.23,22,11,3.8,Stable,High,8.81,83.71,845.7
