employee_id,department,region,job_title,hire_date,gender,ethnicity,age,education,salary,performance_rating,satisfaction_score,engagement_score,training_hours,promotion_last_3_years,employment_status,time_to_hire_days,turnover_risk,tenure_years
EMP-00563,R&D,East,Senior Engineer,2015-02-09,Male,Hispanic,49,Bachelor,68967.05,3.1,4.5,30.0,153,0,Terminated,93,0.58,9.9
EMP-00564,Operations,Central,Director,2020-08-09,Male,White,48,Bachelor,66274.25,4.5,2.7,92.0,109,0,On Leave,40,0.26,4.4
EMP-00565,Marketing,Central,Senior Engineer,2024-02-02,Male,Asian,44,Associate,142253.09,2.5,1.8,81.0,145,1,Active,49,0.71,0.9
EMP-00566,Customer Support,South,Senior Analyst,2022-05-22,Non-Binary,Hispanic,40,Master,58587.92,4.0,3.3,17.0,0,0,Active,80,0.54,2.6
EMP-00567,Operations,South,Coordinator,2024-05-10,Male,White,37,Master,169530.8,2.0,4.9,93.0,15,0,Active,69,0.37,0.6
EMP-00568,Engineering,South,Specialist,2018-12-23,Male,Hispanic,56,Associate,142875.01,4.6,1.3,75.0,100,0,Active,95,0.29,6.0
EMP-00569,Operations,North,Senior Analyst,2018-10-23,Female,White,26,Bachelor,45184.75,4.7,1.0,50.0,148,0,Active,27,0.28,6.2
EMP-00570,Finance,North,Specialist,2017-07-12,Female,Hispanic,45,Associate,163265.48,1.4,1.1,44.0,199,0,Active,14,0.79,7.5
EMP-00571,Marketing,North,Coordinator,2019-09-13,Female,White,26,Associate,121583.81,4.4,4.3,93.0,193,0,On Leave,52,0.5,5.3
EMP-00572,Engineering,North,VP,2019-10-10,Female,White,50,Associate,119384.91,3.8,1.0,31.0,118,0,Terminated,32,0.28,5.2
EMP-00573,Engineering,East,Director,2022-09-09,Male,White,27,Bachelor,89902.94,2.6,1.9,38.0,130,0,Terminated,80,0.79,2.3
EMP-00574,Finance,South,Engineer,2023-06-10,Female,Asian,62,Master,85355.6,4.3,4.9,69.0,7,0,Active,99,0.02,1.6
EMP-00575,Engineering,Central,Engineer,2019-07-11,Male,Hispanic,62,Master,120049.8,4.6,4.0,76.0,98,0,Active,60,1.0,5.5
EMP-00576,HR,West,Senior Manager,2023-07-22,Male,Asian,58,Associate,40503.71,3.0,1.9,33.0,17,1,Active,64,0.89,1.4
EMP-00577,Finance,North,Engineer,2023-09-25,Male,Hispanic,50,Bachelor,167217.76,3.0,1.9,92.0,89,0,Active,118,0.74,1.3
EMP-00578,Operations,Central,Manager,2022-09-29,Female,Asian,54,Associate,165441.73,3.8,2.8,26.0,24,0,Active,78,0.27,2.3
EMP-00579,Operations,South,Manager,2021-01-11,Male,White,48,Bachelor,157689.31,2.0,1.3,35.0,199,0,Active,20,0.89,4.0
EMP-00580,Operations,East,Engineer,2018-05-12,Male,Hispanic,56,Bachelor,136402.31,1.3,3.6,20.0,17,0,Active,106,0.82,6.6
EMP-00581,Customer Support,Central,Analyst,2018-08-28,Male,White,59,Master,87292.54,3.1,3.0,54.0,23,0,Active,60,0.8,6.3
EMP-00582,Operations,West,Senior Engineer,2021-08-01,Male,Asian,61,Master,145277.27,2.3,2.7,100.0,68,0,Active,20,0.18,3.4
EMP-00583,Operations,Central,Senior Analyst,2015-04-06,Male,Hispanic,27,High School,60663.64,1.5,3.0,72.0,153,0,Active,86,0.62,9.7
EMP-00584,Operations,South,Analyst,2021-05-13,Male,Asian,31,Bachelor,82143.41,1.6,2.1,48.0,73,1,On Leave,109,0.9,3.6
EMP-00585,R&D,Central,VP,2023-10-22,Male,Hispanic,57,Bachelor,47231.39,1.9,1.9,98.0,10,0,On Leave,71,0.5,1.2
EMP-00586,R&D,East,Senior Manager,2015-05-12,Male,White,28,Bachelor,177515.9,2.4,1.3,6.0,3,1,On Leave,109,0.55,9.6
EMP-00587,HR,South,Engineer,2016-07-23,Male,White,28,Associate,172536.27,2.7,3.5,29.0,9,0,Terminated,69,0.41,8.4
EMP-00588,Marketing,North,Manager,2016-09-21,Female,Asian,50,High School,112136.2,4.8,3.0,84.0,100,0,Active,93,0.67,8.3
EMP-00589,Marketing,South,Senior Analyst,2018-09-14,Male,White,37,Master,110016.25,2.9,3.8,53.0,11,0,Active,82,0.86,6.3
EMP-00590,Customer Support,Central,Senior Manager,2021-05-16,Male,White,22,Associate,188158.43,4.7,4.6,1.0,73,0,Terminated,47,0.51,3.6
EMP-00591,Customer Support,West,Senior Manager,2022-01-23,Female,White,56,Master,148024.21,3.2,5.0,46.0,139,1,Active,61,0.97,2.9
EMP-00592,Engineering,South,Senior Manager,2023-12-18,Non-Binary,White,50,High School,153489.46,1.6,1.9,3.0,132,0,On Leave,109,0.4,1.0
EMP-00593,Engineering,South,Manager,2021-10-05,Female,White,59,Bachelor,97480.51,4.4,1.7,58.0,90,0,Active,51,0.12,3.2
EMP-00594,Operations,South,Engineer,2021-10-25,Male,Asian,34,Master,86661.95,1.1,4.6,64.0,4,0,Terminated,53,0.01,3.2
EMP-00595,Customer Support,South,Director,2021-06-08,Female,Black,61,Bachelor,58299.54,3.3,2.6,21.0,22,1,Terminated,96,0.58,3.6
EMP-00596,Finance,Central,Senior Manager,2024-09-21,Female,White,33,PhD,51603.43,2.4,4.2,99.0,183,1,Active,110,0.81,0.3
EMP-00597,Operations,North,Director,2019-05-21,Male,Hispanic,44,Bachelor,184883.51,2.8,1.5,84.0,45,0,Active,42,0.85,5.6
EMP-00598,Marketing,West,Engineer,2019-04-11,Male,White,37,Associate,185017.04,4.2,2.2,47.0,129,0,On Leave,98,0.96,5.7
EMP-00599,Sales,South,Senior Manager,2017-04-16,Non-Binary,Hispanic,35,Master,76322.97,1.0,1.0,32.0,125,1,Active,50,0.53,7.7
EMP-00600,Engineering,West,Coordinator,2019-05-20,Female,Black,37,PhD,45980.21,1.7,5.0,2.0,93,0,Active,20,0.21,5.6
EMP-00601,Finance,Central,Director,2015-09-18,Male,White,27,Associate,95431.81,4.3,1.0,70.0,73,0,Active,119,0.68,9.3
EMP-00602,Engineering,North,VP,2020-12-29,Female,White,57,Master,192302.77,3.2,1.7,27.0,0,0,Active,93,0.89,4.0
EMP-00603,Finance,South,VP,2019-05-02,Male,Hispanic,45,PhD,88809.11,2.0,3.2,40.0,140,0,Terminated,90,0.19,5.7
EMP-00604,Marketing,North,Engineer,2017-02-10,Male,White,48,Associate,178438.14,3.0,4.4,43.0,187,0,On Leave,52,0.35,7.9
EMP-00605,Engineering,South,Coordinator,2020-04-28,Female,Mixed,46,Associate,170618.42,2.6,4.2,86.0,35,0,Active,114,0.78,4.7
EMP-00606,Customer Support,South,Manager,2016-03-20,Female,Asian,61,Master,191106.6,4.1,2.0,85.0,61,0,Active,31,0.23,8.8
EMP-00607,Customer Support,East,Senior Engineer,2018-09-08,Male,Hispanic,57,PhD,119473.18,4.0,4.5,78.0,62,0,Terminated,23,0.9,6.3
EMP-00608,Operations,West,Director,2021-05-21,Male,White,50,Bachelor,187512.86,2.9,1.3,77.0,66,0,Active,69,0.84,3.6
EMP-00609,Engineering,North,Analyst,2020-01-24,Male,White,52,Bachelor,158692.12,2.1,2.3,50.0,107,1,On Leave,36,0.51,4.9
EMP-00610,Sales,West,Senior Manager,2022-03-02,Female,White,24,Associate,178877.98,1.0,2.1,79.0,15,0,Active,100,1.0,2.8
EMP-00611,Customer Support,West,Senior Manager,2018-06-01,Male,White,34,Master,157335.62,2.9,3.6,86.0,167,0,Active,69,0.3,6.6
EMP-00612,Customer Support,West,Senior Engineer,2016-01-17,Female,Other,25,High School,113789.87,3.4,1.2,50.0,47,0,Terminated,117,0.93,9.0
EMP-00613,Marketing,North,Coordinator,2016-12-03,Male,White,32,Associate,187050.52,3.4,4.4,90.0,110,1,On Leave,113,0.29,8.1
EMP-00614,Finance,South,Specialist,2016-03-03,Male,White,36,Bachelor,168086.99,4.5,4.8,99.0,173,0,Terminated,46,0.69,8.8
EMP-00615,Sales,South,Manager,2022-07-27,Male,Asian,23,Bachelor,142583.8,2.9,1.9,18.0,4,0,Active,58,0.76,2.4
EMP-00616,Finance,South,Coordinator,2021-03-14,Non-Binary,White,36,High School,117285.67,3.9,4.6,98.0,152,0,Active,119,0.65,3.8
EMP-00617,Engineering,South,Analyst,2016-12-28,Female,Black,27,High School,55140.65,1.5,4.6,25.0,37,0,Active,89,0.54,8.0
EMP-00618,R&D,South,Senior Engineer,2015-05-12,Female,Other,34,Associate,170476.15,4.1,3.5,93.0,181,1,Active,97,0.65,9.6
EMP-00619,HR,South,Specialist,2024-04-08,Female,White,56,High School,106619.0,2.8,3.0,85.0,80,1,Active,47,0.02,0.7
EMP-00620,Engineering,Central,Senior Manager,2022-09-23,Non-Binary,Hispanic,61,PhD,97508.52,3.8,4.1,92.0,81,1,Active,19,0.88,2.3
EMP-00621,Marketing,Central,Director,2021-10-07,Male,White,34,Associate,76902.97,4.3,3.1,47.0,172,0,On Leave,23,0.53,3.2
EMP-00622,Operations,South,Senior Manager,2020-06-24,Female,Hispanic,33,Master,126660.7,2.0,4.0,16.0,112,0,On Leave,87,0.48,4.5
EMP-00623,Customer Support,North,Senior Manager,2015-04-20,Female,White,37,Master,172779.61,3.7,1.4,23.0,166,0,Active,80,0.57,9.7
EMP-00624,Finance,West,Manager,2017-02-03,Female,Hispanic,64,Master,86335.8,1.5,2.1,31.0,155,1,Active,51,0.57,7.9
EMP-00625,Sales,West,Coordinator,2017-03-26,Female,White,62,Bachelor,187305.63,1.4,2.6,26.0,52,0,Active,105,0.73,7.8
EMP-00626,Engineering,North,Senior Manager,2015-10-12,Female,White,41,Bachelor,103511.19,2.1,1.8,97.0,53,1,Active,92,0.09,9.2
EMP-00627,Finance,Central,Specialist,2019-04-30,Female,Black,61,Bachelor,195106.39,1.5,1.9,16.0,95,0,Active,57,0.94,5.7
EMP-00628,Sales,West,Engineer,2018-03-08,Male,White,34,Master,148260.63,2.8,4.0,69.0,19,1,Active,22,0.94,6.8
EMP-00629,R&D,Central,VP,2017-04-23,Male,Asian,55,Master,98754.3,4.5,1.7,52.0,54,0,Active,81,0.01,7.7
EMP-00630,R&D,East,Specialist,2017-08-12,Male,Hispanic,40,Associate,197381.12,1.3,1.4,4.0,192,1,Terminated,115,0.52,7.4
EMP-00631,Engineering,West,Senior Analyst,2018-04-07,Female,Black,48,Associate,135089.65,2.5,2.1,22.0,21,1,Active,43,0.73,6.7
EMP-00632,HR,East,Senior Manager,2022-05-25,Male,White,50,Bachelor,162983.22,1.8,1.6,93.0,50,0,Active,115,0.28,2.6
EMP-00633,HR,East,Specialist,2020-11-17,Female,Mixed,40,Associate,112286.62,2.8,1.8,82.0,199,1,Terminated,75,0.64,4.1
EMP-00634,Operations,East,Senior Engineer,2015-10-14,Male,Hispanic,64,PhD,59086.63,3.5,4.1,59.0,139,1,On Leave,46,0.66,9.2
EMP-00635,Engineering,East,Analyst,2020-02-06,Female,White,48,Bachelor,194245.28,4.4,2.8,9.0,186,0,Active,25,0.22,4.9
EMP-00636,Marketing,South,Specialist,2015-08-24,Male,Asian,23,Associate,91476.38,1.1,2.7,15.0,53,0,Active,112,0.21,9.4
EMP-00637,HR,South,Coordinator,2019-02-18,Female,Hispanic,61,Bachelor,186866.93,3.3,3.1,73.0,52,0,Terminated,77,0.75,5.9
EMP-00638,R&D,North,Senior Analyst,2020-10-24,Female,White,60,Bachelor,185209.3,3.8,1.4,76.0,87,1,Active,89,0.71,4.2
EMP-00639,Finance,West,Analyst,2015-02-15,Male,White,22,Associate,55199.89,1.5,4.9,96.0,37,0,Active,48,0.86,9.9
EMP-00640,Marketing,North,Senior Analyst,2016-12-04,Female,Mixed,35,High School,58352.47,4.8,4.4,21.0,102,0,Active,119,0.88,8.1
EMP-00641,Marketing,East,Coordinator,2018-08-31,Male,White,29,High School,137927.78,1.3,2.2,65.0,91,0,Terminated,115,0.16,6.3
EMP-00642,Engineering,North,VP,2024-08-22,Female,Hispanic,48,Bachelor,45742.47,2.3,1.2,44.0,139,1,On Leave,75,0.8,0.4
EMP-00643,Finance,South,Senior Analyst,2019-08-10,Male,White,54,Master,107385.82,2.0,3.5,12.0,94,0,Terminated,30,0.66,5.4
EMP-00644,Finance,Central,Analyst,2019-05-21,Female,Black,52,Master,124446.43,1.3,3.4,34.0,91,0,Active,110,0.64,5.6
EMP-00645,Sales,Central,Director,2016-10-05,Male,White,51,Bachelor,71486.21,3.8,2.2,37.0,85,0,Active,47,0.27,8.2
EMP-00646,HR,Central,Senior Analyst,2016-03-29,Male,White,46,Bachelor,163227.34,3.0,2.4,46.0,6,0,Terminated,96,0.83,8.8
EMP-00647,R&D,Central,Senior Manager,2016-06-12,Male,Hispanic,57,Associate,109052.99,2.7,3.1,30.0,67,0,Active,74,0.99,8.6
EMP-00648,HR,Central,Senior Engineer,2021-01-06,Female,Asian,59,Bachelor,107703.2,1.8,4.5,56.0,156,0,Active,97,0.16,4.0
EMP-00649,Marketing,West,Coordinator,2019-09-10,Female,Hispanic,22,Bachelor,77496.18,2.8,1.4,61.0,126,0,Active,103,0.74,5.3
EMP-00650,Marketing,East,VP,2020-05-12,Male,White,52,Master,182047.84,4.6,3.0,42.0,124,1,Active,75,0.38,4.6
EMP-00651,Engineering,South,Senior Engineer,2023-05-02,Female,White,56,Bachelor,41795.42,2.4,2.7,38.0,119,0,Active,115,0.19,1.7
EMP-00652,Finance,Central,Director,2015-10-09,Male,White,42,Associate,41102.84,3.0,2.9,66.0,44,0,Active,119,0.14,9.2
EMP-00653,HR,West,Senior Analyst,2019-05-13,Male,Hispanic,55,Master,199272.7,4.7,4.6,6.0,137,0,Active,108,0.21,5.6
EMP-00654,R&D,South,Analyst,2024-09-15,Male,Hispanic,38,Bachelor,43373.75,3.8,3.2,87.0,105,0,Active,23,0.85,0.3
EMP-00655,Sales,Central,Senior Engineer,2017-04-25,Male,Hispanic,30,High School,64822.74,1.2,3.8,97.0,131,0,Active,63,0.55,7.7
EMP-00656,HR,East,Analyst,2016-06-16,Male,Asian,50,Bachelor,181267.61,2.3,4.7,6.0,23,1,Active,85,0.89,8.5
EMP-00657,HR,North,Coordinator,2024-10-05,Male,White,29,Bachelor,138515.6,4.9,2.2,71.0,84,0,Active,65,0.91,0.2
EMP-00658,Operations,East,Specialist,2017-04-22,Male,Black,40,PhD,139999.07,4.5,2.4,26.0,81,0,On Leave,20,0.15,7.7
EMP-00659,Operations,East,Senior Manager,2018-06-22,Female,White,27,Master,116116.23,4.5,1.9,44.0,153,1,Active,55,0.63,6.5
EMP-00660,R&D,Central,VP,2019-11-06,Male,White,45,Associate,64096.54,4.7,3.6,28.0,183,0,Active,70,0.05,5.2
EMP-00661,HR,North,VP,2024-03-04,Female,White,27,Bachelor,98739.59,3.5,2.0,22.0,71,1,Active,46,0.27,0.8
EMP-00662,Marketing,North,Manager,2022-12-16,Male,Hispanic,61,Bachelor,154866.65,4.1,1.9,45.0,22,0,Active,67,0.17,2.0
EMP-00663,Finance,South,Analyst,2022-06-15,Male,White,24,Bachelor,117658.12,3.6,4.9,38.0,8,1,Active,119,0.84,2.5
EMP-00664,Finance,West,VP,2020-04-28,Male,White,52,Associate,156769.01,3.1,3.8,43.0,24,0,Active,99,0.36,4.7
EMP-00665,R&D,South,Coordinator,2016-10-12,Female,White,52,Bachelor,41160.36,3.1,4.3,81.0,31,1,Active,112,0.99,8.2
EMP-00666,Customer Support,Central,Director,2021-10-08,Female,White,33,Bachelor,144922.51,1.1,4.9,98.0,134,0,On Leave,68,0.14,3.2
EMP-00667,Customer Support,North,Senior Manager,2021-06-13,Male,Hispanic,29,Associate,134871.79,1.9,4.9,15.0,96,0,On Leave,22,0.23,3.6
EMP-00668,HR,East,Specialist,2018-06-25,Male,Hispanic,64,Bachelor,195902.33,1.1,2.3,75.0,186,0,Active,58,0.64,6.5
EMP-00669,Finance,East,Senior Manager,2021-08-03,Female,Black,47,Associate,185122.7,2.8,3.1,55.0,186,0,Active,51,0.97,3.4
EMP-00670,Engineering,West,Analyst,2017-04-11,Female,Black,47,Associate,136052.11,3.9,4.7,38.0,61,0,Active,32,0.73,7.7
EMP-00671,Marketing,Central,Coordinator,2020-08-20,Male,White,36,PhD,132192.08,4.8,1.1,66.0,144,0,Active,109,0.13,4.4
EMP-00672,Customer Support,Central,VP,2023-01-14,Male,Hispanic,34,Bachelor,54811.26,1.1,4.7,88.0,162,0,On Leave,111,0.41,2.0
EMP-00673,Marketing,South,Engineer,2022-09-06,Female,Mixed,43,Bachelor,190570.55,3.0,4.4,65.0,85,0,On Leave,57,1.0,2.3
EMP-00674,Customer Support,North,Analyst,2020-02-23,Female,White,34,Bachelor,153103.2,3.8,2.9,71.0,57,0,Active,75,0.07,4.9
EMP-00675,Finance,North,Specialist,2018-02-02,Female,White,30,Associate,120354.51,3.7,3.1,16.0,28,0,Active,26,0.29,6.9
EMP-00676,HR,West,Coordinator,2017-04-06,Male,White,45,Associate,177191.93,4.0,1.2,72.0,190,0,Active,99,0.12,7.7
EMP-00677,R&D,East,Senior Analyst,2015-01-31,Female,Hispanic,24,High School,156911.84,4.4,3.2,99.0,55,0,Terminated,48,0.82,9.9
EMP-00678,HR,South,Engineer,2016-08-07,Male,Black,44,Bachelor,130171.1,4.7,1.5,96.0,116,0,Active,62,0.83,8.4
EMP-00679,Operations,West,Senior Engineer,2019-12-31,Female,Other,33,Bachelor,126259.86,1.7,2.1,42.0,114,0,Terminated,54,0.34,5.0
EMP-00680,HR,North,Senior Engineer,2015-09-20,Male,Black,62,Bachelor,188205.13,4.8,4.2,88.0,62,0,Active,68,0.34,9.3
EMP-00681,Customer Support,South,Analyst,2024-03-31,Male,White,32,Associate,167856.09,4.2,3.0,60.0,46,1,Active,92,0.81,0.8
EMP-00682,Finance,Central,Coordinator,2019-06-24,Female,Black,40,Associate,104493.57,4.6,4.0,13.0,73,1,On Leave,28,0.16,5.5
EMP-00683,HR,East,Analyst,2021-10-13,Female,Other,30,Bachelor,140612.58,2.4,4.7,98.0,14,0,Terminated,113,0.82,3.2
EMP-00684,Operations,North,Coordinator,2024-01-21,Female,Hispanic,58,Master,71417.59,5.0,1.7,62.0,119,0,Active,109,0.1,0.9
EMP-00685,Operations,North,Senior Manager,2017-10-08,Female,White,31,PhD,189321.16,1.0,2.0,11.0,56,0,Active,27,0.29,7.2
EMP-00686,Finance,West,Senior Analyst,2020-11-23,Male,White,30,Bachelor,151240.2,4.5,3.3,58.0,134,0,Active,107,0.5,4.1
EMP-00687,Sales,East,Coordinator,2018-09-09,Female,White,54,Bachelor,193604.36,3.7,4.8,72.0,101,0,On Leave,72,0.12,6.3
EMP-00688,Operations,North,Senior Manager,2021-05-20,Male,Asian,34,Associate,86713.95,1.6,4.1,24.0,17,0,Active,59,0.07,3.6
EMP-00689,Finance,North,VP,2024-11-10,Female,Hispanic,41,Bachelor,90428.51,4.3,3.6,69.0,81,0,Terminated,91,0.27,0.1
EMP-00690,Engineering,North,Manager,2020-07-03,Female,Asian,32,Bachelor,173137.55,4.2,3.7,97.0,5,1,Terminated,41,0.59,4.5
EMP-00691,Customer Support,West,Coordinator,2020-02-28,Female,White,62,High School,81893.07,3.2,2.7,24.0,42,0,Active,72,0.81,4.8
EMP-00692,HR,North,Manager,2020-03-10,Male,Mixed,50,Bachelor,97223.42,3.5,2.6,50.0,184,0,On Leave,112,0.73,4.8
EMP-00693,HR,West,Analyst,2021-06-17,Male,White,34,Bachelor,181488.33,1.5,4.9,32.0,40,0,Active,51,0.55,3.5
EMP-00694,Marketing,Central,Director,2015-06-10,Male,White,35,Bachelor,122840.4,2.8,4.4,39.0,75,0,Active,53,0.66,9.6
EMP-00695,Operations,Central,Engineer,2023-04-08,Male,White,30,Bachelor,88061.8,1.2,4.0,84.0,50,1,On Leave,64,0.54,1.7
EMP-00696,Customer Support,Central,VP,2016-01-09,Female,White,63,High School,105492.59,3.3,3.9,83.0,60,0,On Leave,111,0.54,9.0
EMP-00697,Finance,Central,Senior Manager,2018-03-25,Female,Mixed,59,Master,153905.88,2.8,3.3,2.0,93,0,Active,82,0.02,6.8
EMP-00698,R&D,South,VP,2022-04-01,Female,White,40,Bachelor,65386.25,1.3,2.3,13.0,18,0,Active,101,0.38,2.8
EMP-00699,Sales,South,Manager,2024-11-17,Male,White,63,High School,193945.62,2.6,2.7,36.0,120,0,Active,22,0.56,0.1
EMP-00700,R&D,Central,Manager,2020-02-13,Female,Mixed,29,PhD,118867.22,2.8,1.2,31.0,20,0,Active,24,0.59,4.9
EMP-00701,HR,Central,Engineer,2018-11-21,Female,Hispanic,39,Bachelor,162387.46,4.0,1.4,10.0,79,1,Active,33,0.51,6.1
EMP-00702,Marketing,East,Specialist,2022-11-08,Male,White,55,PhD,152314.61,1.2,2.5,69.0,162,1,Terminated,47,0.7,2.1
EMP-00703,Finance,North,Analyst,2024-06-13,Female,White,57,Associate,148918.18,3.5,1.5,65.0,70,0,Active,116,0.37,0.6
EMP-00704,Marketing,East,Senior Manager,2022-12-24,Female,Asian,30,High School,107207.81,3.1,2.6,26.0,53,1,Active,82,0.14,2.0
EMP-00705,Sales,East,Coordinator,2023-11-20,Male,Black,37,Master,46775.54,2.1,1.9,37.0,105,1,Active,46,0.03,1.1
EMP-00706,Finance,East,Director,2018-05-03,Male,White,26,Master,158631.52,4.0,2.4,49.0,82,1,Active,41,0.57,6.7
EMP-00707,HR,East,Senior Analyst,2019-05-21,Male,White,36,High School,192604.35,3.3,2.5,5.0,25,0,Terminated,66,0.5,5.6
EMP-00708,Finance,East,Coordinator,2021-11-15,Male,Black,45,Master,120804.55,3.1,4.2,16.0,168,0,Terminated,49,0.24,3.1
EMP-00709,HR,East,Manager,2024-03-26,Male,Black,64,High School,192613.09,4.8,3.7,65.0,139,1,Active,54,0.22,0.8
EMP-00710,R&D,Central,Director,2024-01-31,Male,Asian,60,Master,125584.11,4.3,4.3,49.0,4,0,Active,43,0.58,0.9
EMP-00711,R&D,East,Senior Engineer,2024-07-12,Female,Hispanic,46,Bachelor,66779.11,1.8,2.5,60.0,25,1,Active,40,0.11,0.5
EMP-00712,Engineering,South,Manager,2016-12-18,Female,Hispanic,37,Master,78314.44,2.6,4.3,97.0,132,0,Active,63,0.14,8.0
EMP-00713,HR,North,Manager,2019-08-28,Male,Hispanic,63,Bachelor,178354.89,3.7,4.8,76.0,165,1,Active,119,0.25,5.3
EMP-00714,Marketing,South,VP,2017-10-17,Male,Hispanic,43,Master,139444.61,3.2,2.1,97.0,81,1,On Leave,24,0.88,7.2
EMP-00715,Sales,West,Senior Engineer,2017-01-05,Female,Hispanic,37,Bachelor,106302.9,2.7,3.9,60.0,5,0,Active,30,0.71,8.0
EMP-00716,Finance,South,Analyst,2021-12-05,Male,Asian,54,Bachelor,167901.85,4.9,1.2,1.0,0,0,Terminated,63,0.56,3.1
EMP-00717,Engineering,West,Engineer,2023-03-23,Male,Black,26,PhD,142673.45,1.7,3.1,10.0,74,0,Active,45,0.37,1.8
EMP-00718,Engineering,Central,Engineer,2019-11-05,Female,Black,28,Associate,179565.63,2.4,1.6,70.0,125,0,Terminated,36,0.42,5.2
EMP-00719,Engineering,West,Manager,2020-02-19,Male,Hispanic,39,Bachelor,195350.87,2.6,4.3,31.0,79,0,Active,58,0.17,4.9
EMP-00720,Marketing,East,Manager,2019-04-25,Female,White,27,Bachelor,144197.96,1.3,2.7,42.0,89,0,Terminated,31,0.84,5.7
EMP-00721,HR,East,Specialist,2022-05-23,Female,Hispanic,33,Associate,195315.54,2.9,3.4,68.0,166,0,Active,35,0.18,2.6
EMP-00722,Customer Support,East,Coordinator,2017-01-21,Male,Mixed,54,Bachelor,115261.64,3.1,3.3,34.0,48,0,Active,41,0.76,7.9
EMP-00723,Engineering,West,Analyst,2022-11-01,Female,White,55,Bachelor,174397.68,2.1,1.4,87.0,81,1,Active,62,0.24,2.2
EMP-00724,Sales,West,Analyst,2021-05-18,Male,Hispanic,42,Master,185031.17,4.8,1.4,39.0,36,0,Active,55,0.76,3.6
EMP-00725,Sales,West,Senior Analyst,2016-01-27,Non-Binary,White,39,Bachelor,47227.5,3.1,3.3,5.0,89,0,Active,28,0.3,8.9
EMP-00726,Customer Support,North,VP,2019-05-31,Female,Hispanic,35,Bachelor,178414.68,3.3,2.3,98.0,0,0,Active,33,0.98,5.6
EMP-00727,Finance,North,Senior Engineer,2022-11-01,Non-Binary,Black,63,Bachelor,105390.27,4.6,1.4,49.0,36,1,Terminated,45,0.92,2.2
EMP-00728,Sales,North,Coordinator,2015-06-28,Female,Hispanic,51,Bachelor,103716.64,2.1,2.2,36.0,18,0,Active,100,0.88,9.5
EMP-00729,HR,East,Analyst,2017-09-08,Male,White,24,Bachelor,165057.51,3.5,1.8,90.0,164,0,On Leave,69,0.18,7.3
EMP-00730,Customer Support,Central,Analyst,2024-12-06,Female,Asian,34,Master,79413.34,2.8,1.2,86.0,113,1,Active,85,0.08,0.1
EMP-00731,Customer Support,South,Senior Analyst,2024-10-05,Female,White,58,Bachelor,45044.75,2.5,2.5,5.0,55,1,Active,66,0.96,0.2
EMP-00732,HR,North,Engineer,2016-10-08,Female,Hispanic,40,Associate,83384.97,2.5,3.7,81.0,66,1,Active,56,0.44,8.2
EMP-00733,Customer Support,South,Senior Manager,2018-01-26,Male,Black,58,Master,143750.46,1.1,1.5,50.0,34,1,Active,95,0.88,6.9
EMP-00734,Engineering,North,Analyst,2024-11-23,Male,Hispanic,34,High School,192548.63,4.3,3.3,68.0,83,0,Terminated,113,0.49,0.1
EMP-00735,HR,West,Senior Engineer,2022-01-16,Female,White,36,PhD,103315.52,3.3,1.6,15.0,25,0,Terminated,100,0.65,3.0
EMP-00736,HR,West,Senior Manager,2021-01-11,Male,Hispanic,47,Bachelor,167606.65,4.7,1.3,67.0,173,0,Active,35,0.76,4.0
EMP-00737,Engineering,East,Engineer,2018-04-10,Female,Asian,27,Associate,72085.89,4.4,1.4,24.0,162,0,Active,111,0.53,6.7
EMP-00738,Finance,East,Senior Engineer,2022-06-23,Male,Black,48,Associate,176305.88,4.9,1.8,13.0,21,0,Active,33,0.94,2.5
EMP-00739,HR,South,Analyst,2015-10-01,Female,White,33,Bachelor,162469.34,1.1,2.9,14.0,141,0,On Leave,112,0.05,9.3
EMP-00740,HR,East,Senior Analyst,2022-10-30,Female,White,46,Master,111703.05,3.6,2.8,31.0,156,0,Terminated,93,0.83,2.2
EMP-00741,Marketing,Central,Senior Analyst,2023-02-23,Male,Mixed,37,Master,183178.56,4.8,2.9,99.0,185,0,Terminated,14,0.69,1.9
EMP-00742,Finance,Central,Director,2023-02-06,Male,Hispanic,37,Associate,46058.9,4.1,2.5,6.0,158,0,Active,64,0.33,1.9
EMP-00743,Engineering,Central,Director,2017-06-08,Male,Hispanic,24,Bachelor,165744.02,2.3,4.5,34.0,16,1,Active,70,0.47,7.6
EMP-00744,Marketing,East,VP,2020-07-14,Female,Mixed,55,Master,45632.4,1.5,4.5,53.0,150,0,Active,55,0.47,4.5
EMP-00745,Operations,North,Senior Analyst,2019-08-12,Male,White,45,Master,178399.38,3.7,3.6,21.0,58,1,On Leave,65,0.04,5.4
EMP-00746,Marketing,South,Senior Engineer,2023-07-18,Female,Hispanic,63,Bachelor,68284.63,3.6,2.3,96.0,163,1,Terminated,90,0.54,1.5
EMP-00747,Finance,South,Analyst,2021-03-14,Female,Hispanic,44,Associate,46125.14,2.2,1.7,47.0,88,0,Active,108,0.07,3.8
EMP-00748,HR,South,Specialist,2016-05-11,Female,Other,51,Master,89405.8,4.2,3.8,70.0,58,0,Active,39,0.52,8.6
EMP-00749,Engineering,North,Director,2019-02-19,Female,White,42,Master,68598.13,3.5,5.0,37.0,79,1,Active,101,0.22,5.9
EMP-00750,Finance,East,Coordinator,2015-11-10,Male,White,38,Bachelor,144292.18,2.7,4.3,20.0,129,0,Terminated,105,0.83,9.1
